Component Pins:
Owner   Type  Dir                 Value  Name
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-09
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-09-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-10
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-10-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-11
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-11-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-12
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-12-not
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-13
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-13-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-14
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-14-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-15
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-15-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-16
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-16-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-17
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-17-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-18
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-18-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-19
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-19-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-20
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-20-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-21
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-21-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-22
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-22-not
    32  bit   OUT                 FALSE  hm2_7c80.0.inmux.00.raw-input-23
    32  bit   OUT                  TRUE  hm2_7c80.0.inmux.00.raw-input-23-not
    32  bit   IN                  FALSE  hm2_7c80.0.led.CR01
    32  bit   IN                  FALSE  hm2_7c80.0.led.CR02
    32  bit   IN                  FALSE  hm2_7c80.0.led.CR03
    32  bit   IN                  FALSE  hm2_7c80.0.led.CR04
    32  bit   IN                  FALSE  hm2_7c80.0.pwmgen.00.enable
    32  float IN                      0  hm2_7c80.0.pwmgen.00.value
    32  s32   OUT                 50222  hm2_7c80.0.read.time
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-00
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-01
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-02
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-03
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-04
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-05
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-06
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.invert-07
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-00
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-01
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-02
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-03
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-04
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-05
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-06
    32  bit   IN                  FALSE  hm2_7c80.0.ssr.00.out-07
    32  u32   IN             0x000F4240  hm2_7c80.0.ssr.00.rate
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.00.control-type
    32  s32   OUT                     0  hm2_7c80.0.stepgen.00.counts
    32  float OUT                     0  hm2_7c80.0.stepgen.00.dbg_err_at_match
    32  float OUT                     0  hm2_7c80.0.stepgen.00.dbg_ff_vel
    32  float OUT                     0  hm2_7c80.0.stepgen.00.dbg_pos_minus_prev_cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.00.dbg_s_to_match
    32  s32   OUT                     0  hm2_7c80.0.stepgen.00.dbg_step_rate
    32  float OUT                     0  hm2_7c80.0.stepgen.00.dbg_vel_error
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.00.enable
    32  float IN                      0  hm2_7c80.0.stepgen.00.position-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.00.position-fb ==> joint-0-pos-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.00.position-reset
    32  float IN                      0  hm2_7c80.0.stepgen.00.velocity-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.00.velocity-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.01.control-type
    32  s32   OUT                     0  hm2_7c80.0.stepgen.01.counts
    32  float OUT                     0  hm2_7c80.0.stepgen.01.dbg_err_at_match
    32  float OUT                     0  hm2_7c80.0.stepgen.01.dbg_ff_vel
    32  float OUT                     0  hm2_7c80.0.stepgen.01.dbg_pos_minus_prev_cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.01.dbg_s_to_match
    32  s32   OUT                     0  hm2_7c80.0.stepgen.01.dbg_step_rate
    32  float OUT                     0  hm2_7c80.0.stepgen.01.dbg_vel_error
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.01.enable
    32  float IN                      0  hm2_7c80.0.stepgen.01.position-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.01.position-fb ==> joint-1-pos-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.01.position-reset
    32  float IN                      0  hm2_7c80.0.stepgen.01.velocity-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.01.velocity-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.02.control-type
    32  s32   OUT                     0  hm2_7c80.0.stepgen.02.counts
    32  float OUT                     0  hm2_7c80.0.stepgen.02.dbg_err_at_match
    32  float OUT                     0  hm2_7c80.0.stepgen.02.dbg_ff_vel
    32  float OUT                     0  hm2_7c80.0.stepgen.02.dbg_pos_minus_prev_cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.02.dbg_s_to_match
    32  s32   OUT                     0  hm2_7c80.0.stepgen.02.dbg_step_rate
    32  float OUT                     0  hm2_7c80.0.stepgen.02.dbg_vel_error
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.02.enable
    32  float IN                      0  hm2_7c80.0.stepgen.02.position-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.02.position-fb ==> joint-2-pos-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.02.position-reset
    32  float IN                      0  hm2_7c80.0.stepgen.02.velocity-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.02.velocity-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.03.control-type
    32  s32   OUT                     0  hm2_7c80.0.stepgen.03.counts
    32  float OUT                     0  hm2_7c80.0.stepgen.03.dbg_err_at_match
    32  float OUT                     0  hm2_7c80.0.stepgen.03.dbg_ff_vel
    32  float OUT                     0  hm2_7c80.0.stepgen.03.dbg_pos_minus_prev_cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.03.dbg_s_to_match
    32  s32   OUT                     0  hm2_7c80.0.stepgen.03.dbg_step_rate
    32  float OUT                     0  hm2_7c80.0.stepgen.03.dbg_vel_error
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.03.enable
    32  float IN                      0  hm2_7c80.0.stepgen.03.position-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.03.position-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.03.position-reset
    32  float IN                      0  hm2_7c80.0.stepgen.03.velocity-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.03.velocity-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.04.control-type
    32  s32   OUT                     0  hm2_7c80.0.stepgen.04.counts
    32  float OUT                     0  hm2_7c80.0.stepgen.04.dbg_err_at_match
    32  float OUT                     0  hm2_7c80.0.stepgen.04.dbg_ff_vel
    32  float OUT                     0  hm2_7c80.0.stepgen.04.dbg_pos_minus_prev_cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.04.dbg_s_to_match
    32  s32   OUT                     0  hm2_7c80.0.stepgen.04.dbg_step_rate
    32  float OUT                     0  hm2_7c80.0.stepgen.04.dbg_vel_error
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.04.enable
    32  float IN                      0  hm2_7c80.0.stepgen.04.position-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.04.position-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.04.position-reset
    32  float IN                      0  hm2_7c80.0.stepgen.04.velocity-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.04.velocity-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.05.control-type
    32  s32   OUT                     0  hm2_7c80.0.stepgen.05.counts
    32  float OUT                     0  hm2_7c80.0.stepgen.05.dbg_err_at_match
    32  float OUT                     0  hm2_7c80.0.stepgen.05.dbg_ff_vel
    32  float OUT                     0  hm2_7c80.0.stepgen.05.dbg_pos_minus_prev_cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.05.dbg_s_to_match
    32  s32   OUT                     0  hm2_7c80.0.stepgen.05.dbg_step_rate
    32  float OUT                     0  hm2_7c80.0.stepgen.05.dbg_vel_error
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.05.enable
    32  float IN                      0  hm2_7c80.0.stepgen.05.position-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.05.position-fb
    32  bit   IN                  FALSE  hm2_7c80.0.stepgen.05.position-reset
    32  float IN                      0  hm2_7c80.0.stepgen.05.velocity-cmd
    32  float OUT                     0  hm2_7c80.0.stepgen.05.velocity-fb
    32  s32   IN                     -1  hm2_7c80.0.stepgen.timer-number
    32  bit   I/O                 FALSE  hm2_7c80.0.watchdog.has_bit
    32  s32   OUT                 27963  hm2_7c80.0.write.time
    16  float IN                      0  ini.0.backlash
    16  float IN                  0.005  ini.0.ferror
    16  float IN                      0  ini.0.home
    16  float IN                      0  ini.0.home_offset
    16  s32   IN                      1  ini.0.home_sequence
    16  float IN                     20  ini.0.max_acceleration
    16  float IN                    304  ini.0.max_limit
    16  float IN                    170  ini.0.max_velocity
    16  float IN                 0.0025  ini.0.min_ferror
    16  float IN                      0  ini.0.min_limit
    16  float IN                      0  ini.1.backlash
    16  float IN                  0.005  ini.1.ferror
    16  float IN                      0  ini.1.home
    16  float IN                      0  ini.1.home_offset
    16  s32   IN                      2  ini.1.home_sequence
    16  float IN                     20  ini.1.max_acceleration
    16  float IN                    190  ini.1.max_limit
    16  float IN                    170  ini.1.max_velocity
    16  float IN                 0.0025  ini.1.min_ferror
    16  float IN                      0  ini.1.min_limit
    16  float IN                      0  ini.2.backlash
    16  float IN                  0.005  ini.2.ferror
    16  float IN                      0  ini.2.home
    16  float IN                      0  ini.2.home_offset
    16  s32   IN                      0  ini.2.home_sequence
    16  float IN                     10  ini.2.max_acceleration
    16  float IN                    140  ini.2.max_limit
    16  float IN                     85  ini.2.max_velocity
    16  float IN                 0.0025  ini.2.min_ferror
    16  float IN                      0  ini.2.min_limit
    16  float IN                      0  ini.a.max_acceleration
    16  float IN                      0  ini.a.max_limit
    16  float IN                      0  ini.a.max_velocity
    16  float IN                      0  ini.a.min_limit
    16  float IN                      0  ini.b.max_acceleration
    16  float IN                      0  ini.b.max_limit
    16  float IN                      0  ini.b.max_velocity
    16  float IN                      0  ini.b.min_limit
    16  float IN                      0  ini.c.max_acceleration
    16  float IN                      0  ini.c.max_limit
    16  float IN                      0  ini.c.max_velocity
    16  float IN                      0  ini.c.min_limit
    16  bit   IN                   TRUE  ini.traj_arc_blend_enable
    16  bit   IN                  FALSE  ini.traj_arc_blend_fallback_enable
    16  float IN                      4  ini.traj_arc_blend_gap_cycles
    16  s32   IN                     50  ini.traj_arc_blend_optimization_depth
    16  float IN                    100  ini.traj_arc_blend_ramp_freq
    16  float IN                    0.1  ini.traj_arc_blend_tangent_kink_ratio
    16  float IN                  1e+99  ini.traj_default_acceleration
    16  float IN                      1  ini.traj_default_velocity
    16  float IN                  1e+99  ini.traj_max_acceleration
    16  float IN                    100  ini.traj_max_velocity
    16  float IN                      0  ini.u.max_acceleration
    16  float IN                      0  ini.u.max_limit
    16  float IN                      0  ini.u.max_velocity
    16  float IN                      0  ini.u.min_limit
    16  float IN                      0  ini.v.max_acceleration
    16  float IN                      0  ini.v.max_limit
    16  float IN                      0  ini.v.max_velocity
    16  float IN                      0  ini.v.min_limit
    16  float IN                      0  ini.w.max_acceleration
    16  float IN                      0  ini.w.max_limit
    16  float IN                      0  ini.w.max_velocity
    16  float IN                      0  ini.w.min_limit
    16  float IN                     20  ini.x.max_acceleration
    16  float IN                    304  ini.x.max_limit
    16  float IN                    170  ini.x.max_velocity
    16  float IN                      0  ini.x.min_limit
    16  float IN                     20  ini.y.max_acceleration
    16  float IN                    190  ini.y.max_limit
    16  float IN                    170  ini.y.max_velocity
    16  float IN                      0  ini.y.min_limit
    16  float IN                     10  ini.z.max_acceleration
    16  float IN                    140  ini.z.max_limit
    16  float IN                     85  ini.z.max_velocity
    16  float IN                      0  ini.z.min_limit
    15  bit   OUT                 FALSE  iocontrol.0.coolant-flood ==> flood-output
    15  bit   OUT                 FALSE  iocontrol.0.coolant-mist
    15  bit   IN                  FALSE  iocontrol.0.emc-enable-in <== estop-loopback
    15  bit   OUT                 FALSE  iocontrol.0.tool-change ==> tool-change-loop
    15  bit   IN                  FALSE  iocontrol.0.tool-changed <== tool-change-loop
    15  s32   OUT                     0  iocontrol.0.tool-from-pocket
    15  s32   OUT                     0  iocontrol.0.tool-number
    15  s32   OUT                     0  iocontrol.0.tool-prep-index
    15  s32   OUT                     0  iocontrol.0.tool-prep-number
    15  s32   OUT                     0  iocontrol.0.tool-prep-pocket
    15  bit   OUT                 FALSE  iocontrol.0.tool-prepare ==> tool-prep-loop
    15  bit   IN                  FALSE  iocontrol.0.tool-prepared <== tool-prep-loop
    15  bit   OUT                 FALSE  iocontrol.0.user-enable-out ==> estop-loopback
    15  bit   OUT                 FALSE  iocontrol.0.user-request-enable
    25  float OUT                     0  joint.0.acc-cmd
    25  bit   OUT                  TRUE  joint.0.active
    25  bit   OUT                 FALSE  joint.0.amp-enable-out ==> joint-0-enable
    25  bit   IN                  FALSE  joint.0.amp-fault-in
    25  float OUT                     0  joint.0.backlash-corr
    25  float OUT                     0  joint.0.backlash-filt
    25  float OUT                     0  joint.0.backlash-vel
    25  float OUT                     0  joint.0.coarse-pos-cmd
    25  bit   OUT                 FALSE  joint.0.error
    25  float OUT                     0  joint.0.f-error
    25  float OUT                0.0025  joint.0.f-error-lim
    25  bit   OUT                 FALSE  joint.0.f-errored
    25  bit   OUT                 FALSE  joint.0.faulted
    25  float OUT                     0  joint.0.free-pos-cmd
    25  bit   OUT                 FALSE  joint.0.free-tp-enable
    25  float OUT                     0  joint.0.free-vel-lim
    25  s32   OUT                     0  joint.0.home-state
    25  bit   IN                  FALSE  joint.0.home-sw-in <== minus-home-joint-0
    25  bit   OUT                 FALSE  joint.0.homed
    25  bit   OUT                 FALSE  joint.0.homing
    25  bit   OUT                  TRUE  joint.0.in-position
    25  bit   I/O                 FALSE  joint.0.index-enable <=> joint-0-index-enable
    25  float IN                      1  joint.0.jog-accel-fraction
    25  s32   IN                      0  joint.0.jog-counts
    25  bit   IN                  FALSE  joint.0.jog-enable
    25  float IN                      0  joint.0.jog-scale
    25  bit   IN                  FALSE  joint.0.jog-vel-mode
    25  bit   OUT                 FALSE  joint.0.kb-jog-active
    25  float OUT                     0  joint.0.motor-offset
    25  float OUT                     0  joint.0.motor-pos-cmd ==> joint-0-pos-cmd
    25  float IN                      0  joint.0.motor-pos-fb <== joint-0-pos-fb
    25  bit   OUT                 FALSE  joint.0.neg-hard-limit
    25  bit   IN                  FALSE  joint.0.neg-lim-sw-in <== minus-home-joint-0
    25  float OUT                     0  joint.0.pos-cmd
    25  float OUT                     0  joint.0.pos-fb
    25  bit   OUT                 FALSE  joint.0.pos-hard-limit
    25  bit   IN                  FALSE  joint.0.pos-lim-sw-in
    25  float OUT                     0  joint.0.vel-cmd
    25  bit   OUT                 FALSE  joint.0.wheel-jog-active
    25  float OUT                     0  joint.1.acc-cmd
    25  bit   OUT                  TRUE  joint.1.active
    25  bit   OUT                 FALSE  joint.1.amp-enable-out ==> joint-1-enable
    25  bit   IN                  FALSE  joint.1.amp-fault-in
    25  float OUT                     0  joint.1.backlash-corr
    25  float OUT                     0  joint.1.backlash-filt
    25  float OUT                     0  joint.1.backlash-vel
    25  float OUT                     0  joint.1.coarse-pos-cmd
    25  bit   OUT                 FALSE  joint.1.error
    25  float OUT                     0  joint.1.f-error
    25  float OUT                0.0025  joint.1.f-error-lim
    25  bit   OUT                 FALSE  joint.1.f-errored
    25  bit   OUT                 FALSE  joint.1.faulted
    25  float OUT                     0  joint.1.free-pos-cmd
    25  bit   OUT                 FALSE  joint.1.free-tp-enable
    25  float OUT                     0  joint.1.free-vel-lim
    25  s32   OUT                     0  joint.1.home-state
    25  bit   IN                  FALSE  joint.1.home-sw-in <== minus-home-joint-1
    25  bit   OUT                 FALSE  joint.1.homed
    25  bit   OUT                 FALSE  joint.1.homing
    25  bit   OUT                  TRUE  joint.1.in-position
    25  bit   I/O                 FALSE  joint.1.index-enable <=> joint-1-index-enable
    25  float IN                      1  joint.1.jog-accel-fraction
    25  s32   IN                      0  joint.1.jog-counts
    25  bit   IN                  FALSE  joint.1.jog-enable
    25  float IN                      0  joint.1.jog-scale
    25  bit   IN                  FALSE  joint.1.jog-vel-mode
    25  bit   OUT                 FALSE  joint.1.kb-jog-active
    25  float OUT                     0  joint.1.motor-offset
    25  float OUT                     0  joint.1.motor-pos-cmd ==> joint-1-pos-cmd
    25  float IN                      0  joint.1.motor-pos-fb <== joint-1-pos-fb
    25  bit   OUT                 FALSE  joint.1.neg-hard-limit
    25  bit   IN                  FALSE  joint.1.neg-lim-sw-in <== minus-home-joint-1
    25  float OUT                     0  joint.1.pos-cmd
    25  float OUT                     0  joint.1.pos-fb
    25  bit   OUT                 FALSE  joint.1.pos-hard-limit
    25  bit   IN                  FALSE  joint.1.pos-lim-sw-in
    25  float OUT                     0  joint.1.vel-cmd
    25  bit   OUT                 FALSE  joint.1.wheel-jog-active
    25  float OUT                     0  joint.2.acc-cmd
    25  bit   OUT                  TRUE  joint.2.active
    25  bit   OUT                 FALSE  joint.2.amp-enable-out ==> joint-2-enable
    25  bit   IN                  FALSE  joint.2.amp-fault-in
    25  float OUT                     0  joint.2.backlash-corr
    25  float OUT                     0  joint.2.backlash-filt
    25  float OUT                     0  joint.2.backlash-vel
    25  float OUT                     0  joint.2.coarse-pos-cmd
    25  bit   OUT                 FALSE  joint.2.error
    25  float OUT                     0  joint.2.f-error
    25  float OUT                0.0025  joint.2.f-error-lim
    25  bit   OUT                 FALSE  joint.2.f-errored
    25  bit   OUT                 FALSE  joint.2.faulted
    25  float OUT                     0  joint.2.free-pos-cmd
    25  bit   OUT                 FALSE  joint.2.free-tp-enable
    25  float OUT                     0  joint.2.free-vel-lim
    25  s32   OUT                     0  joint.2.home-state
    25  bit   IN                  FALSE  joint.2.home-sw-in <== minus-home-joint-2
    25  bit   OUT                 FALSE  joint.2.homed
    25  bit   OUT                 FALSE  joint.2.homing
    25  bit   OUT                  TRUE  joint.2.in-position
    25  bit   I/O                 FALSE  joint.2.index-enable <=> joint-2-index-enable
    25  float IN                      1  joint.2.jog-accel-fraction
    25  s32   IN                      0  joint.2.jog-counts
    25  bit   IN                  FALSE  joint.2.jog-enable
    25  float IN                      0  joint.2.jog-scale
    25  bit   IN                  FALSE  joint.2.jog-vel-mode
    25  bit   OUT                 FALSE  joint.2.kb-jog-active
    25  float OUT                     0  joint.2.motor-offset
    25  float OUT                     0  joint.2.motor-pos-cmd ==> joint-2-pos-cmd
    25  float IN                      0  joint.2.motor-pos-fb <== joint-2-pos-fb
    25  bit   OUT                 FALSE  joint.2.neg-hard-limit
    25  bit   IN                  FALSE  joint.2.neg-lim-sw-in <== minus-home-joint-2
    25  float OUT                     0  joint.2.pos-cmd
    25  float OUT                     0  joint.2.pos-fb
    25  bit   OUT                 FALSE  joint.2.pos-hard-limit
    25  bit   IN                  FALSE  joint.2.pos-lim-sw-in
    25  float OUT                     0  joint.2.vel-cmd
    25  bit   OUT                 FALSE  joint.2.wheel-jog-active
    25  s32   OUT                    74  motion-command-handler.time
    25  s32   OUT                  1167  motion-controller.time
    25  float IN                      1  motion.adaptive-feed
    25  float IN                      0  motion.analog-in-00
    25  float IN                      0  motion.analog-in-01
    25  float IN                      0  motion.analog-in-02
    25  float IN                      0  motion.analog-in-03
    25  float OUT                     0  motion.analog-out-00
    25  float OUT                     0  motion.analog-out-01
    25  float OUT                     0  motion.analog-out-02
    25  float OUT                     0  motion.analog-out-03
    25  bit   OUT                 FALSE  motion.coord-error
    25  bit   OUT                 FALSE  motion.coord-mode
    25  float OUT                     0  motion.current-vel
    25  bit   IN                  FALSE  motion.digital-in-00
    25  bit   IN                  FALSE  motion.digital-in-01
    25  bit   IN                  FALSE  motion.digital-in-02
    25  bit   IN                  FALSE  motion.digital-in-03
    25  bit   OUT                 FALSE  motion.digital-out-00 ==> digital-out-0
    25  bit   OUT                 FALSE  motion.digital-out-01
    25  bit   OUT                 FALSE  motion.digital-out-02
    25  bit   OUT                 FALSE  motion.digital-out-03
    25  float OUT                     0  motion.distance-to-go
    25  bit   IN                   TRUE  motion.enable
    25  bit   OUT                 FALSE  motion.eoffset-active
    25  bit   OUT                 FALSE  motion.eoffset-limited
    25  bit   IN                  FALSE  motion.feed-hold
    25  float OUT                     0  motion.feed-inches-per-minute
    25  float OUT                     0  motion.feed-inches-per-second
    25  bit   IN                  FALSE  motion.feed-inhibit
    25  float OUT                     0  motion.feed-mm-per-minute
    25  float OUT                     0  motion.feed-mm-per-second
    25  float OUT                     0  motion.feed-upm
    25  bit   IN                  FALSE  motion.homing-inhibit
    25  bit   OUT                  TRUE  motion.in-position
    25  bit   OUT                 FALSE  motion.is-all-homed
    25  bit   IN                  FALSE  motion.jog-inhibit
    25  bit   OUT                 FALSE  motion.jog-is-active
    25  bit   IN                  FALSE  motion.jog-stop
    25  bit   IN                  FALSE  motion.jog-stop-immediate
    25  bit   OUT                 FALSE  motion.motion-enabled ==> motion-enable
    25  s32   OUT                     0  motion.motion-type
    25  bit   OUT                 FALSE  motion.on-soft-limit
    25  bit   IN                  FALSE  motion.probe-input
    25  s32   OUT                     0  motion.program-line
    25  float OUT                     0  motion.requested-vel
    25  u32   OUT            0x000F41F5  motion.servo.last-period
    25  bit   OUT                 FALSE  motion.teleop-mode
    25  float OUT                     0  motion.tooloffset.a
    25  float OUT                     0  motion.tooloffset.b
    25  float OUT                     0  motion.tooloffset.c
    25  float OUT                     0  motion.tooloffset.u
    25  float OUT                     0  motion.tooloffset.v
    25  float OUT                     0  motion.tooloffset.w
    25  float OUT                     0  motion.tooloffset.x
    25  float OUT                     0  motion.tooloffset.y
    25  float OUT                     0  motion.tooloffset.z
    25  bit   OUT                 FALSE  motion.tp-reverse
    35  float IN                      0  pid.x.Dgain
    35  float IN                      0  pid.x.FF0
    35  float IN                      1  pid.x.FF1
    35  float IN                      0  pid.x.FF2
    35  float IN                      0  pid.x.FF3
    35  float IN                      0  pid.x.Igain
    35  float IN                   1000  pid.x.Pgain
    35  float IN                      0  pid.x.bias
    35  float IN                      0  pid.x.command <== joint-0-pos-cmd
    35  float IN                      0  pid.x.command-deriv
    35  float IN                      0  pid.x.deadband
    35  s32   OUT                    93  pid.x.do-pid-calcs.time
    35  bit   IN                  FALSE  pid.x.enable <== joint-0-enable
    35  float OUT                     0  pid.x.error
    35  bit   IN                   TRUE  pid.x.error-previous-target
    35  float IN                      0  pid.x.feedback <== joint-0-pos-fb
    35  float IN                      0  pid.x.feedback-deriv
    35  bit   IN                  FALSE  pid.x.index-enable <== joint-0-index-enable
    35  float IN                      0  pid.x.maxcmdD
    35  float IN                      0  pid.x.maxcmdDD
    35  float IN                      0  pid.x.maxcmdDDD
    35  float IN                      0  pid.x.maxerror
    35  float IN                      0  pid.x.maxerrorD
    35  float IN                      0  pid.x.maxerrorI
    35  float IN                      0  pid.x.maxoutput
    35  float OUT                     0  pid.x.output ==> joint.0.output
    35  bit   OUT                 FALSE  pid.x.saturated
    35  s32   OUT                     0  pid.x.saturated-count
    35  float OUT                     0  pid.x.saturated-s
    35  u32   I/O            0x00000032  pid.x.tune-cycles
    35  float I/O                   0.5  pid.x.tune-effort
    35  bit   IN                  FALSE  pid.x.tune-mode
    35  bit   I/O                 FALSE  pid.x.tune-start
    35  u32   I/O            0x00000000  pid.x.tune-type
    35  float IN                      0  pid.y.Dgain
    35  float IN                      0  pid.y.FF0
    35  float IN                      1  pid.y.FF1
    35  float IN                      0  pid.y.FF2
    35  float IN                      0  pid.y.FF3
    35  float IN                      0  pid.y.Igain
    35  float IN                   1000  pid.y.Pgain
    35  float IN                      0  pid.y.bias
    35  float IN                      0  pid.y.command <== joint-1-pos-cmd
    35  float IN                      0  pid.y.command-deriv
    35  float IN                      0  pid.y.deadband
    35  s32   OUT                    74  pid.y.do-pid-calcs.time
    35  bit   IN                  FALSE  pid.y.enable <== joint-1-enable
    35  float OUT                     0  pid.y.error
    35  bit   IN                   TRUE  pid.y.error-previous-target
    35  float IN                      0  pid.y.feedback <== joint-1-pos-fb
    35  float IN                      0  pid.y.feedback-deriv
    35  bit   IN                  FALSE  pid.y.index-enable <== joint-1-index-enable
    35  float IN                      0  pid.y.maxcmdD
    35  float IN                      0  pid.y.maxcmdDD
    35  float IN                      0  pid.y.maxcmdDDD
    35  float IN                      0  pid.y.maxerror
    35  float IN                      0  pid.y.maxerrorD
    35  float IN                      0  pid.y.maxerrorI
    35  float IN                      0  pid.y.maxoutput
    35  float OUT                     0  pid.y.output ==> joint.1.output
    35  bit   OUT                 FALSE  pid.y.saturated
    35  s32   OUT                     0  pid.y.saturated-count
    35  float OUT                     0  pid.y.saturated-s
    35  u32   I/O            0x00000032  pid.y.tune-cycles
    35  float I/O                   0.5  pid.y.tune-effort
    35  bit   IN                  FALSE  pid.y.tune-mode
    35  bit   I/O                 FALSE  pid.y.tune-start
    35  u32   I/O            0x00000000  pid.y.tune-type
    35  float IN                      0  pid.z.Dgain
    35  float IN                      0  pid.z.FF0
    35  float IN                      1  pid.z.FF1
    35  float IN                      0  pid.z.FF2
    35  float IN                      0  pid.z.FF3
    35  float IN                      0  pid.z.Igain
    35  float IN                   1000  pid.z.Pgain
    35  float IN                      0  pid.z.bias
    35  float IN                      0  pid.z.command <== joint-2-pos-cmd
    35  float IN                      0  pid.z.command-deriv
    35  float IN                      0  pid.z.deadband
    35  s32   OUT                    74  pid.z.do-pid-calcs.time
    35  bit   IN                  FALSE  pid.z.enable <== joint-2-enable
    35  float OUT                     0  pid.z.error
    35  bit   IN                   TRUE  pid.z.error-previous-target
    35  float IN                      0  pid.z.feedback <== joint-2-pos-fb
    35  float IN                      0  pid.z.feedback-deriv
    35  bit   IN                  FALSE  pid.z.index-enable <== joint-2-index-enable
    35  float IN                      0  pid.z.maxcmdD
